imre,dtype,time,mlp_tk,attn_tk,mlp_rk,mlp_mbm,attn_full_step_every,attn_full_step_schedule,attn_local_voxels,attn_local_1d_window,attn_recompute_mask,mlp_full_step_every,mlp_block_mask_cache,step_caching
56.87676596525123,bf16,2.478,0.3,0.165,0.05,16,10,,0,0,True,20,3,True
74.22051250317607,bf16,4.998,0.3,0.3,0.05,128,10,,0,0,True,10,3,False
71.55567927367518,bf16,2.489,0.3,0.165,0.05,128,10,,0,0,True,20,1,True
59.39807578886395,bf16,2.429,0.3,0.165,0.05,16,20,,0,0,True,20,2,True
60.9816128628008,bf16,2.566,0.3,0.165,0.05,16,10,,0,0,False,10,2,True
65.77065653610043,bf16,2.475,0.3,0.165,0.05,128,10,,0,0,True,20,2,True
67.51035513693934,bf16,2.636,0.3,0.3,0.05,128,10,,0,0,True,10,3,True
69.31104468656116,bf16,4.594,0.3,0.165,0.05,128,20,,0,0,False,20,3,False
52.854390931839504,bf16,2.548,0.3,0.3,0.05,16,10,,0,0,False,20,3,True
64.65485692540096,bf16,2.467,0.3,0.165,0.05,128,10,,0,0,False,20,1,True
76.33032708131944,bf16,5.0,0.3,0.3,0.05,128,10,,0,0,True,10,2,False
81.16136543697209,bf16,4.73,0.3,0.165,0.05,128,20,,0,0,True,10,2,False
55.132714014587656,bf16,2.485,0.3,0.1,0.05,16,20,,0,0,False,10,1,True
77.65472423913894,bf16,5.01,0.3,0.3,0.05,128,10,,0,0,True,20,1,False
61.775452503585235,bf16,2.514,0.3,0.3,0.05,16,20,,0,0,False,20,2,True
61.941433698404644,bf16,4.53,0.3,0.1,0.05,128,20,,0,0,False,20,3,False
75.60650462994816,bf16,4.773,0.3,0.165,0.05,16,10,,0,0,False,10,3,False
79.67631893891665,bf16,4.822,0.3,0.165,0.05,16,10,,0,0,True,10,2,False
79.76837834500485,bf16,5.021,0.3,0.3,0.05,128,20,,0,0,False,10,1,False
57.117831608862566,bf16,2.577,0.3,0.3,0.05,16,10,,0,0,True,20,3,True
73.94443185534327,bf16,4.797,0.3,0.1,0.05,128,10,,0,0,False,10,1,False
54.86803117545791,bf16,2.396,0.3,0.165,0.05,128,20,,0,0,True,20,3,True
66.28974965232196,bf16,2.59,0.3,0.3,0.05,128,20,,0,0,False,10,2,True
65.75247884879354,bf16,2.561,0.3,0.3,0.05,128,10,,0,0,False,20,1,True
74.28358502642358,bf16,2.496,0.3,0.1,0.05,16,10,,0,0,True,20,1,True
72.77588717150498,bf16,2.628,0.3,0.3,0.05,16,20,,0,0,True,10,1,True
41.525870509212815,bf16,2.382,0.3,0.1,0.05,16,20,,0,0,True,20,3,True
72.71813840155293,bf16,2.562,0.3,0.3,0.05,16,20,,0,0,True,20,1,True
54.95484184205996,bf16,2.513,0.3,0.1,0.05,128,10,,0,0,False,10,2,True
77.85554576318829,bf16,5.041,0.3,0.3,0.05,16,20,,0,0,False,10,1,False
72.5754911935364,bf16,2.627,0.3,0.3,0.05,16,10,,0,0,True,20,1,True
59.523364822613104,bf16,2.5,0.3,0.1,0.05,16,20,,0,0,True,10,1,True
74.72257321121282,bf16,2.527,0.3,0.165,0.05,16,10,,0,0,True,20,1,True
76.29883930593496,bf16,4.664,0.3,0.165,0.05,128,10,,0,0,False,20,2,False
67.71574573375983,bf16,2.503,0.3,0.1,0.05,128,10,,0,0,True,10,3,True
44.99919494031927,bf16,2.48,0.3,0.1,0.05,16,20,,0,0,False,10,2,True
80.31960095465183,bf16,5.039,0.3,0.3,0.05,128,20,,0,0,True,10,1,False
47.266820499906295,bf16,2.369,0.3,0.1,0.05,128,20,,0,0,True,20,2,True
63.46726078048236,bf16,2.53,0.3,0.3,0.05,16,20,,0,0,True,20,2,True
81.19250486698,bf16,4.797,0.3,0.165,0.05,128,10,,0,0,True,10,2,False
77.47350591816937,bf16,2.574,0.3,0.165,0.05,128,10,,0,0,True,10,1,True
81.15771006082645,bf16,4.788,0.3,0.165,0.05,128,10,,0,0,True,10,3,False
77.83718519564722,bf16,4.762,0.3,0.1,0.05,128,20,,0,0,True,10,1,False
74.680228539888,bf16,4.839,0.3,0.3,0.05,16,20,,0,0,False,20,2,False
65.30664778256325,bf16,2.577,0.3,0.3,0.05,128,10,,0,0,True,20,2,True
47.17712736040268,bf16,2.397,0.3,0.1,0.05,16,20,,0,0,True,20,2,True
74.43094961054156,bf16,4.822,0.3,0.1,0.05,16,10,,0,0,False,10,1,False
76.9561787814019,bf16,4.812,0.3,0.165,0.05,128,20,,0,0,False,10,1,False
67.98903881537267,bf16,4.647,0.3,0.1,0.05,128,20,,0,0,False,10,2,False
73.30275780358355,bf16,4.709,0.3,0.1,0.05,16,10,,0,0,False,10,3,False
75.41971438768093,bf16,4.786,0.3,0.165,0.05,16,10,,0,0,False,10,2,False
75.42845225916247,bf16,4.731,0.3,0.165,0.05,16,20,,0,0,False,10,2,False
69.46902289695578,bf16,4.882,0.3,0.3,0.05,128,10,,0,0,True,20,3,False
66.28895657899557,bf16,4.745,0.3,0.1,0.05,128,20,,0,0,False,10,1,False
75.30991880840155,bf16,4.895,0.3,0.3,0.05,16,20,,0,0,False,10,3,False
58.03497170485748,bf16,2.437,0.3,0.1,0.05,128,10,,0,0,False,20,1,True
79.89173607817057,bf16,4.961,0.3,0.3,0.05,16,20,,0,0,True,20,1,False
74.49629461159923,bf16,4.696,0.3,0.1,0.05,128,10,,0,0,False,10,3,False
58.652083772904085,bf16,2.453,0.3,0.165,0.05,128,10,,0,0,True,20,3,True
59.7130327809136,bf16,2.555,0.3,0.1,0.05,16,10,,0,0,False,10,1,True
74.62013890151867,bf16,2.672,0.3,0.3,0.05,128,10,,0,0,True,10,1,True
76.0386403116863,bf16,5.125,0.3,0.3,0.05,16,10,,0,0,True,10,1,False
71.91433401824911,bf16,4.612,0.3,0.165,0.05,16,20,,0,0,False,20,3,False
50.1383662559965,bf16,2.458,0.3,0.1,0.05,16,20,,0,0,False,10,3,True
76.64117866252488,bf16,4.926,0.3,0.3,0.05,16,10,,0,0,True,20,2,False
41.94382854714064,bf16,2.36,0.3,0.1,0.05,128,20,,0,0,True,20,3,True
81.55883815768169,bf16,4.736,0.3,0.1,0.05,128,10,,0,0,True,20,1,False
51.435257041244796,bf16,2.439,0.3,0.1,0.05,128,20,,0,0,False,10,3,True
62.7184258357156,bf16,2.579,0.3,0.3,0.05,16,10,,0,0,False,20,2,True
80.19756600342227,bf16,4.922,0.3,0.165,0.05,16,10,,0,0,True,10,1,False
74.76674792899574,bf16,4.679,0.3,0.165,0.05,128,10,,0,0,True,20,3,False
75.48613829002721,bf16,5.006,0.3,0.3,0.05,16,10,,0,0,False,20,1,False
68.24463167937942,bf16,2.588,0.3,0.3,0.05,16,20,,0,0,False,10,3,True
72.00607687723813,bf16,2.532,0.3,0.165,0.05,16,20,,0,0,True,10,1,True
67.85518305178272,bf16,2.582,0.3,0.3,0.05,128,20,,0,0,True,10,3,True
71.8300810346845,bf16,4.863,0.3,0.3,0.05,16,10,,0,0,False,20,3,False
45.85687049827539,bf16,2.403,0.3,0.1,0.05,128,10,,0,0,False,20,3,True
51.349709117435815,bf16,2.419,0.3,0.1,0.05,16,20,,0,0,False,20,1,True
77.85651346726806,bf16,4.948,0.3,0.3,0.05,16,20,,0,0,True,10,2,False
67.36299388593757,bf16,2.485,0.3,0.165,0.05,128,20,,0,0,False,10,1,True
74.74832754151434,bf16,5.006,0.3,0.3,0.05,16,10,,0,0,True,10,3,False
75.07442155727756,bf16,5.085,0.3,0.3,0.05,16,10,,0,0,False,10,1,False
64.71374358481258,bf16,2.607,0.3,0.3,0.05,128,10,,0,0,False,10,3,True
65.41364605582201,bf16,2.469,0.3,0.1,0.05,16,10,,0,0,True,20,2,True
75.58129918959457,bf16,2.575,0.3,0.1,0.05,16,10,,0,0,True,10,1,True
59.74261202104384,bf16,2.49,0.3,0.165,0.05,16,20,,0,0,False,10,3,True
74.7581942783436,bf16,4.744,0.3,0.1,0.05,16,10,,0,0,False,20,1,False
78.63552620564585,bf16,4.725,0.3,0.165,0.05,16,10,,0,0,True,20,2,False
76.1796288814803,bf16,4.765,0.3,0.165,0.05,128,10,,0,0,False,10,2,False
74.13051697213089,bf16,4.613,0.3,0.1,0.05,128,10,,0,0,True,20,3,False
68.75883534853342,bf16,4.845,0.3,0.3,0.05,128,10,,0,0,False,20,3,False
54.41674191746279,bf16,2.415,0.3,0.165,0.05,16,20,,0,0,True,20,3,True
76.5581768815755,bf16,5.047,0.3,0.3,0.05,16,10,,0,0,True,20,1,False
73.99339067633268,bf16,4.966,0.3,0.3,0.05,16,10,,0,0,False,10,3,False
77.95043404382879,bf16,4.762,0.3,0.165,0.05,128,10,,0,0,False,10,3,False
69.02807282137651,bf16,2.567,0.3,0.165,0.05,128,10,,0,0,True,10,2,True
76.03129622849842,bf16,5.064,0.3,0.3,0.05,128,10,,0,0,False,10,1,False
54.71156794182025,bf16,2.452,0.3,0.1,0.05,128,20,,0,0,False,10,1,True
66.20509661443072,bf16,2.556,0.3,0.1,0.05,16,10,,0,0,True,10,2,True
74.82705818937391,bf16,4.7,0.3,0.1,0.05,128,10,,0,0,False,10,2,False
60.76846935808865,bf16,2.55,0.3,0.3,0.05,128,10,,0,0,False,20,2,True
67.08790498203594,bf16,2.465,0.3,0.165,0.05,16,20,,0,0,True,20,1,True
69.82207577233198,bf16,2.509,0.3,0.3,0.05,128,20,,0,0,False,20,1,True
71.62692880455867,bf16,2.524,0.3,0.3,0.05,128,20,,0,0,True,20,1,True
74.86277793470062,bf16,2.707,0.3,0.3,0.05,16,10,,0,0,True,10,1,True
80.91740063528411,bf16,4.802,0.3,0.165,0.05,128,10,,0,0,True,20,1,False
66.13700163637989,bf16,2.519,0.3,0.165,0.05,16,20,,0,0,False,10,1,True
61.63737184830105,bf16,2.542,0.3,0.165,0.05,128,10,,0,0,False,10,2,True
74.18628747671025,bf16,4.718,0.3,0.1,0.05,16,10,,0,0,False,10,2,False
61.36066749942252,bf16,2.472,0.3,0.165,0.05,128,20,,0,0,False,10,3,True
59.49817650220529,bf16,2.482,0.3,0.165,0.05,16,10,,0,0,False,20,2,True
77.79420210526588,bf16,4.713,0.3,0.165,0.05,16,20,,0,0,True,10,3,False
76.60881560095004,bf16,4.786,0.3,0.1,0.05,16,20,,0,0,True,10,1,False
65.92974361102097,bf16,4.622,0.3,0.1,0.05,128,20,,0,0,False,10,3,False
77.40559764648782,bf16,2.606,0.3,0.165,0.05,16,10,,0,0,True,10,1,True
51.17864870140328,bf16,2.431,0.3,0.165,0.05,128,10,,0,0,False,20,3,True
79.23086612694901,bf16,4.728,0.3,0.1,0.05,128,10,,0,0,True,10,2,False
59.7211757871846,bf16,2.402,0.3,0.165,0.05,128,20,,0,0,True,20,2,True
54.03145976638183,bf16,2.383,0.3,0.1,0.05,128,20,,0,0,False,20,1,True
59.67318972898651,bf16,2.515,0.3,0.165,0.05,16,20,,0,0,False,10,2,True
73.58844192558898,bf16,4.678,0.3,0.1,0.05,16,20,,0,0,True,10,2,False
65.23421397211492,bf16,2.504,0.3,0.165,0.05,16,10,,0,0,True,20,2,True
60.6772772259428,bf16,2.508,0.3,0.165,0.05,128,20,,0,0,True,10,2,True
64.72754332446489,bf16,2.608,0.3,0.3,0.05,16,10,,0,0,True,20,2,True
64.33417453226863,bf16,2.484,0.3,0.165,0.05,128,20,,0,0,True,10,3,True
73.35853313884576,bf16,4.595,0.3,0.1,0.05,128,10,,0,0,False,20,2,False
